,label,det_id,start_region,overall_time,start_region_time,end_region_time,no_region_time,end_region
269,car,188,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
270,car,189,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
271,car,190,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
272,car,191,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
273,car,192,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
274,car,193,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
275,car,194,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
276,car,195,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
277,car,196,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
278,car,197,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
279,car,198,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
280,car,199,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
281,car,200,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
282,car,201,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
283,car,202,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
284,car,203,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
285,car,204,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
286,car,205,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
287,car,206,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
288,car,207,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
289,car,208,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
290,car,209,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
291,car,210,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
292,car,211,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
293,car,212,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
294,car,213,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
295,car,214,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
296,car,215,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
297,car,216,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
298,car,217,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
299,car,218,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
300,car,219,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
301,car,220,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
302,car,221,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
303,car,222,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
304,car,223,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
305,car,224,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,East_Park_Road
306,car,225,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,East_Park_Road
307,car,226,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,East_Park_Road
308,car,227,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,East_Park_Road
309,car,228,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,East_Park_Road
310,car,229,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,East_Park_Road
311,car,230,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,East_Park_Road
312,car,231,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,East_Park_Road
313,car,232,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,East_Park_Road
314,car,233,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,East_Park_Road
315,car,234,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,East_Park_Road
316,car,235,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,East_Park_Road
317,car,236,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,East_Park_Road
318,car,237,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,East_Park_Road
319,car,238,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,East_Park_Road
320,car,239,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,East_Park_Road
321,car,240,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,East_Park_Road
322,car,241,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,East_Park_Road
323,car,242,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,East_Park_Road
324,car,243,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,East_Park_Road
325,car,244,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,East_Park_Road
326,car,245,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,East_Park_Road
327,car,246,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,East_Park_Road
328,car,247,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,East_Park_Road
329,car,248,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,East_Park_Road
330,car,249,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,East_Park_Road
331,car,250,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,East_Park_Road
332,car,251,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,East_Park_Road
333,car,252,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,East_Park_Road
334,car,253,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,East_Park_Road
335,car,254,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,East_Park_Road
336,car,255,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,East_Park_Road
337,car,256,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,East_Park_Road
338,car,257,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,East_Park_Road
339,car,258,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,East_Park_Road
340,car,259,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,East_Park_Road
341,car,260,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,East_Park_Road
342,car,261,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,East_Park_Road
343,car,262,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,East_Park_Road
344,car,263,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,East_Park_Road
345,car,264,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,East_Park_Road
346,car,265,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,East_Park_Road
347,car,266,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,East_Park_Road
348,car,267,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,East_Park_Road
349,car,268,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
350,car,269,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
351,car,270,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
352,car,271,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
353,car,272,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
354,car,273,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
355,car,274,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
356,car,275,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
357,car,276,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
358,car,277,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
359,car,278,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
360,car,279,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
361,car,280,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
362,car,281,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
363,car,282,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
364,car,283,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
365,car,284,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
366,car,285,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
367,car,286,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
368,car,287,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
369,car,288,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
370,car,289,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
371,car,290,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
372,car,291,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
373,car,292,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
374,car,293,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
375,car,294,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
376,car,295,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
377,car,296,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
378,car,297,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
379,car,298,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
380,car,299,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
381,car,300,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
382,car,301,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
383,car,302,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
384,car,303,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
385,car,304,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
386,car,305,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
387,car,306,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
388,car,307,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
389,car,308,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
390,car,309,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
391,car,310,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
392,car,311,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
393,car,312,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
394,car,313,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
395,car,314,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
396,car,315,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
397,car,316,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
398,car,317,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
399,car,318,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
400,car,319,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
401,car,320,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
402,car,321,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
403,car,322,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
404,car,323,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
405,car,324,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
406,car,325,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
407,car,326,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
408,car,327,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
409,car,328,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
410,car,329,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
411,car,330,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
412,car,331,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
413,car,332,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
414,car,333,East_Park_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
415,car,334,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
416,car,335,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
417,car,336,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
418,car,337,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
419,car,338,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
420,car,339,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
421,car,340,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
422,car,341,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
423,car,342,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
424,car,343,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
425,car,344,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
426,car,345,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
427,car,346,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
428,car,347,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
429,car,348,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
430,car,349,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
431,car,350,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
432,car,351,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
433,car,352,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
434,car,353,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
435,car,354,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
436,car,355,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
437,car,356,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
438,car,357,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
439,car,358,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
440,car,359,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
441,car,360,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
442,car,361,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
443,car,362,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
444,car,363,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
445,car,364,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
446,car,365,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
447,car,366,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
448,car,367,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
449,car,368,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
450,car,369,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
451,car,370,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
452,car,371,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
453,car,372,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
454,car,373,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
455,car,374,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
456,car,375,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
457,car,376,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
458,car,377,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
459,car,378,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
460,car,379,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
461,car,380,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
462,car,381,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
463,car,382,North_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,South_Burnaby_Road
464,car,383,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
465,car,384,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
466,car,385,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
467,car,386,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
468,car,387,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
469,car,388,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
470,car,389,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
471,car,390,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
472,car,391,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
473,car,392,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
474,car,393,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
475,car,394,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
476,car,395,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
477,car,396,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
478,car,397,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
479,car,398,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
480,car,399,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
481,car,400,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
482,car,401,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
483,car,402,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
484,car,403,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
485,car,404,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
486,car,405,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
487,car,406,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
488,car,407,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
489,car,408,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
490,car,409,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
491,car,410,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
492,car,411,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
493,car,412,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
494,car,413,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
495,car,414,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
496,car,415,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
497,car,416,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
498,car,417,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
499,car,418,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
500,car,419,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
501,car,420,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
502,car,421,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
503,car,422,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
504,car,423,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
505,car,424,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
506,car,425,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,North_Burnaby_Road
507,car,426,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
508,car,427,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
509,car,428,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
510,car,429,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
511,car,430,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
512,car,431,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
513,car,432,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
514,car,433,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
515,car,434,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
516,car,435,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
517,car,436,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
518,car,437,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
519,car,438,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
520,car,439,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
521,car,440,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
522,car,441,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
523,car,442,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
524,car,443,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
525,car,444,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
526,car,445,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
527,car,446,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
528,car,447,South_Burnaby_Road,0 days 00:30:00,0 days,0 days,0 days 00:30:00,West_Park_Road
